Index,Name,MaleProb,FemaleProb
faceaccessory-69,삐약삐약 얼굴장식,1,1
faceaccessory-285,스타 페이스 페인팅,1,1
faceaccessory-300,달래 스티커,1,1
faceaccessory-390,나리 스티커,1,1
faceaccessory-21,토끼풀 스티커,1,1
faceaccessory-171,장난감 코,1,1
faceaccessory-29,루돌프의 빛나는 코,1,1
faceaccessory-371,오렌지 발그레,1,1
faceaccessory-210,허름한 복면,1,1
faceaccessory-314,초록색 복면,1,1
faceaccessory-133,파란색 복면,1,1
faceaccessory-262,보라색 복면,1,1
faceaccessory-73,듀얼블레이드 복면,1,1
faceaccessory-208,그림자 각인,1,1
faceaccessory-316,보라색 가면무도회,1,1
faceaccessory-139,빨간색 무도회 가면,1,1
faceaccessory-122,그레이 워리어 심볼,1,1
faceaccessory-361,블루 워리어 심볼,1,1
faceaccessory-156,레드 워리어 심볼,1,1
faceaccessory-330,샤이니 그레이 워리어 심볼,1,1
faceaccessory-355,샤이니 블루 워리어 심볼,1,1
faceaccessory-391,샤이니 레드 워리어 심볼,1,1
faceaccessory-141,라이징 썬 페이스페인팅,1,1
faceaccessory-383,블러드 마스크,1,1
faceaccessory-173,슈피겔만의 콧수염,1,0.01
faceaccessory-55,마족의 표식1,1,1
faceaccessory-91,마족의 표식3,1,1
faceaccessory-18,마족의 표식4,1,1
faceaccessory-82,마족의 표식5,1,1
faceaccessory-224,얼음결정 페이스페인팅,1,1
faceaccessory-58,화이트 프리미엄 심볼,1,1
faceaccessory-234,다크 프리미엄 심볼,1,1
faceaccessory-196,두근두근 첫사랑,1,1
faceaccessory-31,발렌타인 달콤한 초코,1,1
faceaccessory-342,2012 발굴된 유물 장식,1,1
faceaccessory-332,미스틱 얼굴장식,1,1
faceaccessory-295,아카이럼의 수염,1,0.01
faceaccessory-278,플라워 타투,1,1
faceaccessory-250,조금 반짝이는 코 1단계,1,1
faceaccessory-152,많이 반짝이는 코 1단계,1,1
faceaccessory-306,매우 반짝이는 코,1,1
faceaccessory-218,제너레이트 마크,1,1
faceaccessory-46,좀비 사냥꾼 마스크,1,1
faceaccessory-112,손바닥 얼굴장식,1,1
faceaccessory-140,가슴 두근 립,1,1
faceaccessory-25,10주년 블랙 치클,1,1
faceaccessory-153,10주년 화이트 치클,1,1
faceaccessory-249,발그레 발그레,1,1
faceaccessory-289,세일러 마스크,1,1
faceaccessory-248,암염의 눈물,1,1
faceaccessory-296,카튼의 동글 수염,1,0.01
faceaccessory-135,카튼의 울어버린 수염,1,0.01
faceaccessory-13,카튼의 볼륨 컬 수염,1,0.01
faceaccessory-154,카튼의 은빛 신사 수염,1,0.01
faceaccessory-222,카튼의 헤이아저씨 수염,1,0.01
faceaccessory-148,카튼의 푸른 수염,1,0.01
faceaccessory-184,카튼의 흰 볼륨 컬 수염,1,0.01
faceaccessory-144,초코볼 쿠키,1,1
faceaccessory-265,뾰족 여우 수염,1,1
faceaccessory-202,냠냠사탕,1,1
faceaccessory-2,헤어져라 마스크,1,1
faceaccessory-346,11주년 세인트 치클,1,1
faceaccessory-389,레인보우 페인팅,1,1
faceaccessory-90,화가난다!!! 얼굴,1,1
faceaccessory-181,태극 페인팅,1,1
faceaccessory-260,응축된 힘의 결정석,1,1
faceaccessory-45,발그레 냥이 코,1,1
faceaccessory-334,꽥꽥 오리야,1,1
faceaccessory-115,단감 홍조,1,1
faceaccessory-233,랄랄라 메가폰,1,1
faceaccessory-150,방독면,1,1
faceaccessory-9,하트 초콜릿,1,1
faceaccessory-356,딸기 케이크,1,1
faceaccessory-93,벨룸 마스크,1,1
faceaccessory-166,반반 마스크,1,1
faceaccessory-392,메이플 트레져 버블,1,1
faceaccessory-238,발그레 예티,1,1
faceaccessory-217,보스 스우 아이즈,1,1
faceaccessory-177,슬라임 얼굴장식,1,1
faceaccessory-179,주황버섯 얼굴장식,1,1
faceaccessory-78,페페 얼굴장식,1,1
faceaccessory-145,핑크빈 얼굴장식,1,1
faceaccessory-64,봄 구름 조각,1,1
faceaccessory-14,레몬맛 아이스바,1,1
faceaccessory-276,체리맛 아이스바,1,1
faceaccessory-42,자몽맛 아이스바,1,1
faceaccessory-271,포도맛 아이스바,1,1
faceaccessory-72,쿨네시스,1,1
faceaccessory-348,파왕의 얼굴,1,1
faceaccessory-315,할로윈 가면,1,1
faceaccessory-209,뱀파이어 아이즈 (사파이어),1,1
faceaccessory-96,뱀파이어 아이즈 (루비),1,1
faceaccessory-37,냠냠 오즈,1,1
faceaccessory-329,하트빔 얼굴,1,1
faceaccessory-357,감격의 눈물,1,1
faceaccessory-105,동공지진,1,1
faceaccessory-137,아가뽀뽀,1,1
faceaccessory-176,나른zZ,1,1
faceaccessory-229,예쁘게 웃어요,1,1
faceaccessory-308,요상한 핑크빈 얼굴장식,1,1
faceaccessory-48,요상한 페페 얼굴장식,1,1
faceaccessory-49,요상한 주황버섯 얼굴장식,1,1
faceaccessory-259,요상한 슬라임 얼굴장식,1,1
faceaccessory-47,요상한 인형 얼굴장식,1,1
faceaccessory-242,뿌뿌 얼굴,1,1
faceaccessory-183,싸구려 가면,1,1
faceaccessory-71,화려한 가면,1,1
faceaccessory-335,ㅇㅂㅇ 얼굴장식,1,1
faceaccessory-272,ㅅㅂㅅ 얼굴장식,1,1
faceaccessory-337,별나라 깨비깨비,1,1
faceaccessory-117,눈감은 별나라 깨비깨비,1,1
faceaccessory-281,좋아좋아,1,1
faceaccessory-241,신비주의,1,1
faceaccessory-27,퓨어 화이트,1,1
faceaccessory-101,스노우 화이트,1,1
faceaccessory-246,그윽한 얼굴,1,1
faceaccessory-10,장미월병,1,1
faceaccessory-292,매앵 얼굴,1,1
faceaccessory-103,화나쪄 얼굴,1,1
faceaccessory-347,탱글 빵 얼굴,1,1
faceaccessory-294,하트 콩콩,1,1
faceaccessory-387,카데나 마스크,1,1
faceaccessory-84,과묵 반창고,1,1
faceaccessory-92,루즈 컨트롤 머신 마크,1,1
faceaccessory-151,빛바랜 기억,1,1
faceaccessory-113,검은 침묵,1,1
faceaccessory-349,무지개 홍조,1,1
faceaccessory-277,심연의 세례,1,1
faceaccessory-388,복숭아꽃,1,1
faceaccessory-95,얌얌 맛나,1,1
faceaccessory-373,냠냠 맛나,1,1
faceaccessory-159,찍찍 화나,1,1
faceaccessory-263,얼굴 위 낙서,1,1
faceaccessory-299,울망울망,1,1
faceaccessory-228,뱅글이 얼굴,1,1
faceaccessory-180,동글 홍조,1,1
faceaccessory-320,그리운 추억,1,1
faceaccessory-360,자체발광,1,1
faceaccessory-32,사신의 눈빛,1,1
faceaccessory-206,인형 보라,1,1
faceaccessory-158,인형 라벤더,1,1
faceaccessory-268,자몽 생크림,1,1
faceaccessory-163,딸기 생크림,1,1
faceaccessory-175,백월,1,1
faceaccessory-52,흑월,1,1
faceaccessory-384,볼빨간 추위,1,1
faceaccessory-194,사납고 못된 토끼,1,1
faceaccessory-402,미드나잇 립,1,1
faceaccessory-409,공허한 추억,1,1
faceaccessory-423,호루라기,1,1
faceaccessory-415,아이돌 마스크 블랙,1,1
faceaccessory-403,아이돌 마스크 화이트,1,1
faceaccessory-421,트윙클 글리터,1,1
faceaccessory-413,견습 도사의 수염,1,0.01
faceaccessory-417,불의 원소술사,1,1
faceaccessory-405,아이 추워,1,1
faceaccessory-410,뿌뿌 좋아,1,1
faceaccessory-408,흑백영화 콧수염,1,0.01
faceaccessory-422,아일린 블러셔,1,1
faceaccessory-406,너무해 얼굴,1,1
faceaccessory-414,서커스 메이크업,1,1
faceaccessory-407,카리아인 메이크업,1,1
faceaccessory-416,미궁의 기억,1,1
faceaccessory-411,냠냠 붕어빵,1,1
faceaccessory-404,사르르 도넛,1,1
faceaccessory-418,포근 졸려,1,1
faceaccessory-419,마주한 운명,1,1
faceaccessory-412,홍조 깨비깨비,1,1
faceaccessory-528,외눈박이 얼굴장식,1,1
faceaccessory-443,New 요상한 예티 얼굴장식,1,1
faceaccessory-446,트와일라이트 마크,1,1
faceaccessory-450,볼빵빵 눈다람,1,1
faceaccessory-445,달콤 버블껌,1,1
faceaccessory-444,병아리 부리,1,1
faceaccessory-448,몽환의 장미,1,1
faceaccessory-630,샌드위치 냠냠,1,1
faceaccessory-602,아프지마 얼굴장식,1,1
faceaccessory-447,나는 열나요,1,1
faceaccessory-451,나는 반창고,1,1
faceaccessory-455,하트 발그레,1,1
faceaccessory-453,새벽의 울림,1,1
faceaccessory-623,반하겠어,1,1
faceaccessory-467,내 볼에 오이팩,1,1
faceaccessory-470,내 볼에 클렌징폼,1,1
faceaccessory-471,잿바람 흔적,1,1
faceaccessory-477,칼바람 흔적,1,1
faceaccessory-472,사랑에 빠진 얼굴장식,1,1
faceaccessory-475,마녀고양이 얼굴장식,1,1
faceaccessory-473,오싹 홍조,1,1
faceaccessory-479,부기 홍조,1,1
faceaccessory-476,스윗 메르헨,1,1
faceaccessory-485,토란 얼굴장식,1,1
faceaccessory-601,토모 얼굴장식,1,1
faceaccessory-478,모험가 섀도어 마스크,1,1
