Index,Name,MaleProb,FemaleProb
twohandedweapon-878,레드 스피어,1,1
twohandedweapon-816,11주년 세인트 스피어,1,1
twohandedweapon-542,자쿰의 포이즈닉 스피어,1,1
twohandedweapon-573,쟈이힌 스피어,1,1
twohandedweapon-530,우트가르드 스피어,1,1
twohandedweapon-450,앱솔랩스 피어싱스피어,1,1
twohandedweapon-484,메이플 트레져 스피어,1,1
twohandedweapon-1363,아케인셰이드 스피어,1,1
twohandedweapon-1099,봉인된 제네시스 스피어,1,1
twohandedweapon-889,폴암,1,1
twohandedweapon-1202,미스릴 폴암,1,1
twohandedweapon-1459,커터문,1,1
twohandedweapon-469,도끼 폴암,1,1
twohandedweapon-1201,지저분한 대걸레,1,1
twohandedweapon-753,구룡도,1,1
twohandedweapon-1172,아이언 볼,1,1
twohandedweapon-881,팬텀,1,1
twohandedweapon-496,황룡도,1,1
twohandedweapon-1303,크레센트,1,1
twohandedweapon-1437,방천극,1,1
twohandedweapon-1086,서핑보드,1,1
twohandedweapon-1159,스카이 스노우보드,1,1
twohandedweapon-920,아쿠아 스노우보드,1,1
twohandedweapon-1346,실버 스노우보드,1,1
twohandedweapon-1181,골든 스노우보드,1,1
twohandedweapon-617,다크 스노우보드,1,1
twohandedweapon-477,블러드 스노우보드,1,1
twohandedweapon-1132,냉동참치,1,1
twohandedweapon-1154,월아산,1,1
twohandedweapon-1080,핼버드,1,1
twohandedweapon-803,노란 대걸레,1,1
twohandedweapon-1242,흰색 대걸레,1,1
twohandedweapon-651,남색 대걸레,1,1
twohandedweapon-635,메이플 폴암,1,1
twohandedweapon-838,청룡언월도,1,1
twohandedweapon-728,빨간색 서핑보드,1,1
twohandedweapon-793,초록색 서핑보드,1,1
twohandedweapon-1348,검정색 서핑보드,1,1
twohandedweapon-1058,황금색 서핑보드,1,1
twohandedweapon-1254,제드버그,1,1
twohandedweapon-818,드래곤 핼버드,1,1
twohandedweapon-776,슈퍼 스노우보드,1,1
twohandedweapon-1108,화이트캔디,1,1
twohandedweapon-725,메이플 카르스탄,1,1
twohandedweapon-663,타임리스 디에스이라에,1,1
twohandedweapon-1386,아란의 폴암 마하,1,1
twohandedweapon-553,베인 폴암,1,1
twohandedweapon-555,스틸 폴암,1,1
twohandedweapon-1277,모글레이,1,1
twohandedweapon-783,메이플 파이롭 핼버드,1,1
twohandedweapon-1326,설빙지도,1,1
twohandedweapon-727,막스 반 레온 핼버드,1,1
twohandedweapon-752,라이온하트 파르티잔,1,1
twohandedweapon-1416,아가레스 블러디 폴암,1,1
twohandedweapon-1453,날렵한 전사의 장미,1,1
twohandedweapon-806,광포한 전사의 장미,1,1
twohandedweapon-1043,분노한 전사의 장미,1,1
twohandedweapon-1309,메이플 래티넘 프람,1,1
twohandedweapon-1271,유니언 폴암,1,1
twohandedweapon-989,네크로 폴암,1,1
twohandedweapon-789,메이플 이올렛 하프문,1,1
twohandedweapon-632,유성빙하도,1,1
twohandedweapon-498,템페스트 하프문,1,1
twohandedweapon-1319,얼티밋 하프문,1,1
twohandedweapon-537,파프니르 문글레이브,1,1
twohandedweapon-581,스칼렛 헬버드,1,1
twohandedweapon-464,10주년 블랙 폴암,1,1
twohandedweapon-1298,10주년 화이트 폴암,1,1
twohandedweapon-1465,마이스터 헬버드,1,1
twohandedweapon-755,레볼루션 폴암,1,1
twohandedweapon-1055,11주년 세인트 폴암,1,1
twohandedweapon-1139,자쿰의 포이즈닉 폴암,1,1
twohandedweapon-602,쟈이힌 핼버드,1,1
twohandedweapon-1235,우트가르드 핼버드,1,1
twohandedweapon-843,앱솔랩스 핼버드,1,1
twohandedweapon-1128,메이플 트레져 폴암,1,1
twohandedweapon-968,아케인셰이드 폴암,1,1
twohandedweapon-1404,봉인된 제네시스 폴암,1,1
twohandedweapon-1173,배틀 보우,1,1
twohandedweapon-891,사냥꾼의 활,1,1
twohandedweapon-729,워 보우,1,1
twohandedweapon-667,합금 활,1,1
twohandedweapon-1038,봉황위궁,1,1
twohandedweapon-761,라이덴,1,1
twohandedweapon-1294,레드 바이퍼,1,1
twohandedweapon-656,발터2000,1,1
twohandedweapon-677,올림푸스,1,1
twohandedweapon-721,레드 힌켈,1,1
twohandedweapon-566,블루 힌켈,1,1
twohandedweapon-1129,골든 힌켈,1,1
twohandedweapon-628,마린 아룬드,1,1
twohandedweapon-517,파이어 아룬드,1,1
twohandedweapon-980,골든 아룬드,1,1
twohandedweapon-737,다크 아룬드,1,1
twohandedweapon-1418,메이플 보우,1,1
twohandedweapon-558,메투스,1,1
twohandedweapon-937,마법 파괴 활,1,1
twohandedweapon-1411,화이트 니스록,1,1
twohandedweapon-536,골든 니스록,1,1
twohandedweapon-1027,다크 니스록,1,1
twohandedweapon-671,메이플 헌터스,1,1
twohandedweapon-1259,조가지궁,1,1
twohandedweapon-1105,메투스 블루,1,1
twohandedweapon-1211,메투스 블랙,1,1
twohandedweapon-1417,드래곤 샤인보우,1,1
twohandedweapon-780,메이플 간디바 보우,1,1
twohandedweapon-1093,타임리스 엔가우,1,1
twohandedweapon-1274,바리사다,1,1
twohandedweapon-839,베인 롱보우,1,1
twohandedweapon-1151,메이플 파이롭 보우,1,1
twohandedweapon-1400,팍스 반 레온 보우,1,1
twohandedweapon-895,팔콘윙 컴포지트 보우,1,1
twohandedweapon-719,이포스 블러디 롱보우,1,1
twohandedweapon-1031,날렵한 레이븐 보우,1,1
twohandedweapon-1329,광포한 레이븐 보우,1,1
twohandedweapon-963,분노한 레이븐 보우,1,1
twohandedweapon-670,메이플 베릴 템페스트,1,1
twohandedweapon-859,메이플 래티넘 템페스트,1,1
twohandedweapon-1347,네크로 롱보우,1,1
twohandedweapon-1212,메이플 이올렛 애쉬로드,1,1
twohandedweapon-456,신묘사수지궁,1,1
twohandedweapon-1229,템페스트 애쉬로드,1,1
twohandedweapon-845,얼티밋 애쉬로드,1,1
twohandedweapon-548,파프니르 윈드체이서,1,1
twohandedweapon-797,스칼렛 배틀보우,1,1
twohandedweapon-744,10주년 블랙 롱보우,1,1
twohandedweapon-633,10주년 화이트 롱보우,1,1
twohandedweapon-813,마이스터 배틀보우,1,1
twohandedweapon-1369,레볼루션 보우,1,1
twohandedweapon-526,신속의 날개,1,1
twohandedweapon-681,레드 보우,1,1
twohandedweapon-982,라이트시커,1,1
twohandedweapon-971,11주년 세인트 롱보우,1,1
twohandedweapon-665,자쿰의 포이즈닉 보우,1,1
twohandedweapon-1213,쟈이힌 보우,1,1
twohandedweapon-1131,우트가르드 보우,1,1
twohandedweapon-923,앱솔랩스 슈팅보우,1,1
twohandedweapon-1447,메이플 트레져 롱보우,1,1
twohandedweapon-604,아케인셰이드 보우,1,1
twohandedweapon-841,봉인된 제네시스 보우,1,1
twohandedweapon-749,산양 석궁,1,1
twohandedweapon-999,석궁,1,1
twohandedweapon-1352,전투 석궁,1,1
twohandedweapon-766,발란쉐,1,1
twohandedweapon-1292,이글크로,1,1
twohandedweapon-1156,헤클러,1,1
twohandedweapon-956,실버 크로우,1,1
twohandedweapon-1308,로우어,1,1
twohandedweapon-955,골든 크로우,1,1
twohandedweapon-1468,그로스야거,1,1
twohandedweapon-770,마린 샬리트,1,1
twohandedweapon-802,파이어 샬리트,1,1
twohandedweapon-513,골든 샬리트,1,1
twohandedweapon-1170,다크 샬리트,1,1
twohandedweapon-924,메이플 크로우,1,1
twohandedweapon-582,화이트 네쉐르,1,1
twohandedweapon-835,골든 네쉐르,1,1
twohandedweapon-1226,다크 네쉐르,1,1
twohandedweapon-616,카사 크로우,1,1
twohandedweapon-1150,메이플 크로스보우,1,1
twohandedweapon-1272,옐로우 크로우,1,1
twohandedweapon-1355,드래곤 샤인크로스,1,1
twohandedweapon-590,메이플 니샤다,1,1
twohandedweapon-605,타임리스 블랙뷰티,1,1
twohandedweapon-993,인페르나,1,1
twohandedweapon-970,메이플 파이롭 크로우,1,1
twohandedweapon-842,레볼루션 크로스보우,1,1
twohandedweapon-1243,팍스 반 레온 크로스보우,1,1
twohandedweapon-1048,팔콘윙 헤비크로스보우,1,1
twohandedweapon-764,이포스 블러디 크로스보우,1,1
twohandedweapon-460,날렵한 레이븐 석궁,1,1
twohandedweapon-1061,광포한 레이븐 석궁,1,1
twohandedweapon-718,분노한 레이븐 석궁,1,1
twohandedweapon-864,메이플 베릴 발리스타,1,1
twohandedweapon-1251,메이플 래티넘 발리스타,1,1
twohandedweapon-995,유니언 크로스보우,1,1
twohandedweapon-1301,네크로 크로스보우,1,1
twohandedweapon-1470,메이플 이올렛 록,1,1
twohandedweapon-868,신묘사수지석궁,1,1
twohandedweapon-579,레지스탕스 크로스보우,1,1
twohandedweapon-1402,템페스트 록,1,1
twohandedweapon-1130,얼티밋 록,1,1
twohandedweapon-644,파프니르 윈드윙슈터,1,1
twohandedweapon-831,스칼렛 크로스보우,1,1
twohandedweapon-1030,10주년 블랙 크로우,1,1
twohandedweapon-701,10주년 화이트 크로우,1,1
twohandedweapon-1042,마이스터 크로스보우,1,1
twohandedweapon-1435,레볼루션 다크크로우,1,1
twohandedweapon-518,레드 크로스보우,1,1
twohandedweapon-739,11주년 세인트 석궁,1,1
twohandedweapon-1249,자쿰의 포이즈닉 크로스보우,1,1
twohandedweapon-1144,쟈이힌 크로스보우,1,1
twohandedweapon-808,우트가르드 크로스보우,1,1
twohandedweapon-708,앱솔랩스 크로스보우,1,1
twohandedweapon-1248,메이플 트레져 석궁,1,1
twohandedweapon-948,아케인셰이드 크로스보우,1,1
twohandedweapon-1063,봉인된 제네시스 크로스보우,1,1
twohandedweapon-1629,이덴산 목제 작살총,1,1
twohandedweapon-1624,이덴산 철제 작살총,1,1
twohandedweapon-1625,이덴산 황금 작살총,1,1
twohandedweapon-273,가니어,1,1
twohandedweapon-340,스틸 티탄즈,1,1
twohandedweapon-369,미스릴 티탄즈,1,1
twohandedweapon-355,골드 티탄즈,1,1
twohandedweapon-167,브론즈 이고르,1,1
twohandedweapon-61,스틸 이고르,1,1
twohandedweapon-389,아다만티움 이고르,1,1
twohandedweapon-343,메바,1,1
twohandedweapon-27,스틸 가즈,1,1
twohandedweapon-320,미스릴 가즈,1,1
twohandedweapon-277,아다만티움 가즈,1,1
twohandedweapon-996,브론즈 가디언,1,1
twohandedweapon-1015,실버 가디언,1,1
twohandedweapon-1311,다크 가디언,1,1
twohandedweapon-1036,스틸 보닌,1,1
twohandedweapon-1458,블러드 보닌,1,1
twohandedweapon-1267,아다만티움 보닌,1,1
twohandedweapon-1162,다크 보닌,1,1
twohandedweapon-1373,스틸 슬레인,1,1
twohandedweapon-713,블러드 슬레인,1,1
twohandedweapon-732,사파이어 슬레인,1,1
twohandedweapon-564,다크 슬레인,1,1
twohandedweapon-239,브론즈 기간틱,1,1
twohandedweapon-22,블러드 기간틱,1,1
twohandedweapon-278,사파이어 기간틱,1,1
twohandedweapon-246,다크 기간틱,1,1
twohandedweapon-38,황갑충,1,1
twohandedweapon-224,녹갑충,1,1
twohandedweapon-136,청갑충,1,1
twohandedweapon-330,흑갑충,1,1
twohandedweapon-123,메이플 스론즈,1,1
twohandedweapon-184,코브라스티어,1,1
twohandedweapon-39,메이플 칸데오,1,1
twohandedweapon-365,캐스터스,1,1
twohandedweapon-211,드래곤 그린 슬레브,1,1
twohandedweapon-449,드래곤 퍼플 슬레브,1,1
twohandedweapon-163,레드 크리븐,1,1
twohandedweapon-333,메이플 스칸다,1,1
twohandedweapon-36,타임리스 람피온,1,1
twohandedweapon-265,클립토,1,1
twohandedweapon-41,베인바이터,1,1
twohandedweapon-137,메이플 파이롭 스칸다,1,1
twohandedweapon-50,녹스 반 레온 가즈,1,1
twohandedweapon-418,레이븐혼 메탈피스트,1,1
twohandedweapon-298,핼파스 블러디미스트,1,1
twohandedweapon-794,날렵한 비틀,1,1
twohandedweapon-1473,광포한 비틀,1,1
twohandedweapon-1196,분노한 비틀,1,1
twohandedweapon-64,메이플 베릴 체이서,1,1
twohandedweapon-360,메이플 래티넘 체이서,1,1
twohandedweapon-308,네크로 블러디미스트,1,1
twohandedweapon-191,메이플 이올렛 블랙 저스티스,1,1
twohandedweapon-138,템페스트 저스티스,1,1
twohandedweapon-353,얼티밋 블랙 이벤트,1,1
twohandedweapon-172,파프니르 리스크홀더,1,1
twohandedweapon-381,스칼렛 다크슬레인,1,1
twohandedweapon-413,10주년 블랙 스티어,1,1
twohandedweapon-129,10주년 화이트 스티어,1,1
twohandedweapon-243,마이스터 다크슬레인,1,1
twohandedweapon-194,레볼루션 스티어,1,1
twohandedweapon-487,승리의 날개,1,1
twohandedweapon-141,레드 스티어,1,1
twohandedweapon-11,11주년 세인트 스티어,1,1
twohandedweapon-70,자쿰의 포이즈닉 가즈,1,1
twohandedweapon-146,쟈이힌 가즈,1,1
twohandedweapon-109,우트가르드 가즈,1,1
twohandedweapon-407,앱솔랩스 리벤지가즈,1,1
twohandedweapon-230,메이플 트레져 스티어,1,1
twohandedweapon-218,아케인셰이드 가즈,1,1
twohandedweapon-293,봉인된 제네시스 가즈,1,1
twohandedweapon-282,스틸 너클,1,1
twohandedweapon-272,레더 암즈,1,1
twohandedweapon-155,더블테일 너클,1,1
twohandedweapon-62,노만 그립,1,1
twohandedweapon-284,프라임 핸즈,1,1
twohandedweapon-237,실버 메이든,1,1
twohandedweapon-401,네오자드,1,1
twohandedweapon-199,데빌클로,1,1
twohandedweapon-423,세라핌즈,1,1
twohandedweapon-68,베이아 크래쉬,1,1
twohandedweapon-185,스틸르노,1,1
twohandedweapon-250,백혈귀,1,1
twohandedweapon-107,킹 센트,1,1
twohandedweapon-158,용아주조,1,1
twohandedweapon-52,메이플 너클,1,1
twohandedweapon-56,메이플 스톰 핑거,1,1
twohandedweapon-238,메이플 골든 크로,1,1
twohandedweapon-193,타임리스 에퀴녹스,1,1
twohandedweapon-8,크루시오,1,1
twohandedweapon-30,뽀삐발 너클,1,1
twohandedweapon-196,메이플 파이롭 너클,1,1
twohandedweapon-409,코라 반 레온 클로,1,1
twohandedweapon-161,샤크투스 와일드탈론,1,1
twohandedweapon-341,베파르 블러디 핸즈,1,1
twohandedweapon-231,날렵한 해적의 너클,1,1
twohandedweapon-372,광포한 해적의 너클,1,1
twohandedweapon-258,분노한 해적의 너클,1,1
twohandedweapon-402,메이플 베릴 퀘이커,1,1
twohandedweapon-346,메이플 래티넘 퀘이커,1,1
twohandedweapon-214,네크로 울프,1,1
twohandedweapon-124,메이플 이올렛 블러디 클로,1,1
twohandedweapon-108,템페스트 블러디 클로,1,1
twohandedweapon-147,얼티밋 블러디 클로,1,1
twohandedweapon-113,파프니르 펜리르탈론,1,1
twohandedweapon-182,스칼렛 그리폰클로,1,1
twohandedweapon-404,10주년 블랙 그립,1,1
twohandedweapon-368,10주년 화이트 그립,1,1
twohandedweapon-16,마이스터 그리폰클로,1,1
twohandedweapon-215,레볼루션 그립,1,1
twohandedweapon-321,레드 너클,1,1
twohandedweapon-327,11주년 세인트 그립,1,1
twohandedweapon-302,자쿰의 포이즈닉 너클,1,1
twohandedweapon-28,쟈이힌 클로,1,1
twohandedweapon-220,우트가르드 클로,1,1
twohandedweapon-160,앱솔랩스 블로우너클,1,1
twohandedweapon-261,메이플 트레져 그립,1,1
twohandedweapon-121,아케인셰이드 클로,1,1
twohandedweapon-406,봉인된 제네시스 클로,1,1
twohandedweapon-151,피스톨,1,1
twohandedweapon-430,델린져,1,1
twohandedweapon-287,개런드 피스톨,1,1
twohandedweapon-283,골든훅,1,1
twohandedweapon-177,콜드마인드,1,1
twohandedweapon-51,슈팅 스타,1,1
twohandedweapon-190,루나 슈터,1,1
twohandedweapon-213,라스펠트건,1,1
twohandedweapon-405,버닝헬,1,1
twohandedweapon-57,어비스 슈터,1,1
twohandedweapon-103,인피티니,1,1
twohandedweapon-183,피스메이커,1,1
twohandedweapon-306,콘체르토,1,1
twohandedweapon-420,드래곤 세인트,1,1
twohandedweapon-433,메이플 건,1,1
twohandedweapon-150,메이플 스톰 피스톨,1,1
twohandedweapon-292,메이플 캐논 슈터,1,1
twohandedweapon-351,타임리스 블라인드니스,1,1
twohandedweapon-428,템페스트,1,1
twohandedweapon-371,베인 슈터,1,1
twohandedweapon-264,데저트 이글,1,1
twohandedweapon-208,레볼루션 건,1,1
twohandedweapon-202,코라 반 레온 피스톨,1,1
twohandedweapon-176,샤크투스 샤프슈터,1,1
twohandedweapon-140,베파르 블러디 이글,1,1
twohandedweapon-235,메이플 베릴 윈체스터,1,1
twohandedweapon-352,메이플 래티넘 윈체스터,1,1
twohandedweapon-339,유니언 슈터,1,1
twohandedweapon-364,네크로 이글,1,1
twohandedweapon-156,메이플 이올렛 퀸즈핑거,1,1
twohandedweapon-314,레지스탕스 건,1,1
twohandedweapon-440,템페스트 퀸즈핑거,1,1
twohandedweapon-58,얼티밋 퀸즈핑거,1,1
twohandedweapon-148,파프니르 첼리스카,1,1
twohandedweapon-347,스칼렛 인피니티,1,1
twohandedweapon-337,10주년 블랙 슈터,1,1
twohandedweapon-135,10주년 화이트 슈터,1,1
twohandedweapon-162,마이스터 인피니티,1,1
twohandedweapon-373,레볼루션 슈팅스타,1,1
twohandedweapon-271,레드 건,1,1
twohandedweapon-44,11주년 세인트 슈터,1,1
twohandedweapon-438,자쿰의 포이즈닉 건,1,1
twohandedweapon-145,쟈이힌 피스톨,1,1
twohandedweapon-73,우트가르드 피스톨,1,1
twohandedweapon-398,앱솔랩스 포인팅건,1,1
twohandedweapon-396,메이플 트레져 슈터,1,1
twohandedweapon-338,아케인셰이드 피스톨,1,1
