Index,Name,MaleProb,FemaleProb
hair-5028,파란색 묶은 머리,1,0
hair-160,보라색 묶은 머리,1,0
hair-3022,갈색 묶은 머리,1,0
hair-473,검은색 올빽 머리,1,0
hair-5980,검은색 깍두기 머리,1,0
hair-3589,검은색 닭 머리,1,0
hair-2684,검은색 파란 양배추 머리,1,0
hair-5120,자주색 양배추 머리,1,0
hair-956,갈색 양배추 머리,1,0
hair-4283,초록색 양배추 머리,1,0
hair-4233,청록색 양배추 머리,1,0
hair-5938,검은색 삐죽 머리,1,0
hair-4742,빨간색 삐죽 머리,1,0
hair-1783,주황색 삐죽 머리,1,0
hair-5889,노란색 삐죽 머리,1,0
hair-148,초록색 삐죽 머리,1,0
hair-4858,파란색 삐죽 머리,1,0
hair-4202,보라색 삐죽 머리,1,0
hair-3055,갈색 삐죽 머리,1,0
hair-48,검은색 고등학생 머리,1,0
hair-4476,빨간색 고등학생 머리,1,0
hair-565,주황색 고등학생 머리,1,0
hair-2419,노란색 고등학생 머리,1,0
hair-2068,초록색 고등학생 머리,1,0
hair-2226,파란색 고등학생 머리,1,0
hair-4655,보라색 고등학생 머리,1,0
hair-3825,갈색 고등학생 머리,1,0
hair-3626,검은색 부시시한 머리,1,0
hair-4867,빨간색 부시시한 머리,1,0
hair-3555,주황색 부시시한 머리,1,0
hair-2392,노란색 부시시한 머리,1,0
hair-5150,초록색 부시시한 머리,1,0
hair-5708,파란색 부시시한 머리,1,0
hair-4511,보라색 부시시한 머리,1,0
hair-6164,갈색 부시시한 머리,1,0
hair-3876,검은색 상투 머리,1,0
hair-2498,빨간색 상투 머리,1,0
hair-4799,주황색 상투 머리,1,0
hair-644,노란색 상투 머리,1,0
hair-4877,초록색 상투 머리,1,0
hair-2752,파란색 상투 머리,1,0
hair-3623,보라색 상투 머리,1,0
hair-4213,갈색 상투 머리,1,0
hair-4338,검은색 레게 머리,1,0
hair-5914,빨간색 레게 머리,1,0
hair-3803,주황색 레게 머리,1,0
hair-4088,노란색 레게 머리,1,0
hair-55,초록색 레게 머리,1,0
hair-945,파란색 레게 머리,1,0
hair-367,보라색 레게 머리,1,0
hair-1358,갈색 레게 머리,1,0
hair-5646,검은색 번개 스크래치,1,0
hair-3721,빨간색 번개 스크래치,1,0
hair-2924,주황색 번개 스크래치,1,0
hair-430,노란색 번개 스크래치,1,0
hair-1834,초록색 번개 스크래치,1,0
hair-4996,파란색 번개 스크래치,1,0
hair-4492,보라색 번개 스크래치,1,0
hair-2438,갈색 번개 스크래치,1,0
hair-6158,검은색 도끼 머리,1,0
hair-6178,빨간색 도끼 머리,1,0
hair-2148,주황색 도끼 머리,1,0
hair-1521,노란색 도끼 머리,1,0
hair-696,초록색 도끼 머리,1,0
hair-2516,파란색 도끼 머리,1,0
hair-3935,보라색 도끼 머리,1,0
hair-4072,갈색 도끼 머리,1,0
hair-859,검은색 사자머리,1,0
hair-5839,빨간색 사자머리,1,0
hair-5835,주황색 사자머리,1,0
hair-2570,노란색 사자머리,1,0
hair-4252,초록색 사자머리,1,0
hair-1548,파란색 사자머리,1,0
hair-3937,보라색 사자머리,1,0
hair-1328,갈색 사자머리,1,0
hair-2690,검은색 호박머리,1,0
hair-1436,빨간색 호박머리,1,0
hair-2541,주황색 호박머리,1,0
hair-69,노란색 호박머리,1,0
hair-611,초록색 호박머리,1,0
hair-4611,파란색 호박머리,1,0
hair-3135,보라색 호박머리,1,0
hair-5794,갈색 호박머리,1,0
hair-3287,검은색 바람머리,1,0
hair-5553,빨간색 바람머리,1,0
hair-5994,주황색 바람머리,1,0
hair-3716,노란색 바람머리,1,0
hair-5585,초록색 바람머리,1,0
hair-5669,파란색 바람머리,1,0
hair-5761,보라색 바람머리,1,0
hair-939,갈색 바람머리,1,0
hair-2590,검은색 터프가이 머리,1,0
hair-3060,빨간색 터프가이 머리,1,0
hair-1911,주황색 터프가이 머리,1,0
hair-1431,노란색 터프가이 머리,1,0
hair-2164,초록색 터프가이 머리,1,0
hair-2577,파란색 터프가이 머리,1,0
hair-1403,보라색 터프가이 머리,1,0
hair-2261,갈색 터프가이 머리,1,0
hair-5746,검은색 리젠트 헤어,1,0
hair-1820,빨간색 리젠트 헤어,1,0
hair-1544,주황색 리젠트 헤어,1,0
hair-5973,노란색 리젠트 헤어,1,0
hair-5703,초록색 리젠트 헤어,1,0
hair-828,파란색 리젠트 헤어,1,0
hair-4506,보라색 리젠트 헤어,1,0
hair-3106,갈색 리젠트 헤어,1,0
hair-5910,검은색 호일파마,1,0
hair-786,빨간색 호일파마,1,0
hair-3744,주황색 호일파마,1,0
hair-3784,노란색 호일파마,1,0
hair-2936,초록색 호일파마,1,0
hair-2119,파란색 호일파마,1,0
hair-2291,보라색 호일파마,1,0
hair-6067,갈색 호일파마,1,0
hair-592,검은색 몽키헤어,1,0
hair-4239,빨간색 몽키헤어,1,0
hair-2948,주황색 몽키헤어,1,0
hair-3192,노란색 몽키헤어,1,0
hair-3254,초록색 몽키헤어,1,0
hair-4035,파란색 몽키헤어,1,0
hair-3669,보라색 몽키헤어,1,0
hair-1670,갈색 몽키헤어,1,0
hair-3995,검은색 아프로,1,0
hair-1811,빨간색 아프로,1,0
hair-5402,주황색 아프로,1,0
hair-2501,노란색 아프로,1,0
hair-892,초록색 아프로,1,0
hair-1214,파란색 아프로,1,0
hair-2966,보라색 아프로,1,0
hair-5440,갈색 아프로,1,0
hair-6026,검은색 로맨틱 뉴젠헤어,1,0
hair-1698,빨간색 로맨틱 뉴젠헤어,1,0
hair-4568,주황색 로맨틱 뉴젠헤어,1,0
hair-4777,노란색 로맨틱 뉴젠헤어,1,0
hair-3703,초록색 로맨틱 뉴젠헤어,1,0
hair-84,파란색 로맨틱 뉴젠헤어,1,0
hair-2819,보라색 로맨틱 뉴젠헤어,1,0
hair-4446,갈색 로맨틱 뉴젠헤어,1,0
hair-5808,검은색 땜통머리,1,0
hair-2030,빨간색 땜통머리,1,0
hair-2771,주황색 땜통머리,1,0
hair-918,노란색 땜통머리,1,0
hair-429,초록색 땜통머리,1,0
hair-3003,파란색 땜통머리,1,0
hair-1461,보라색 땜통머리,1,0
hair-5534,갈색 땜통머리,1,0
hair-2931,검은색 모히칸 샤기헤어,1,0
hair-5516,빨간색 모히칸 샤기헤어,1,0
hair-4487,주황색 모히칸 샤기헤어,1,0
hair-5877,노란색 모히칸 샤기헤어,1,0
hair-6210,초록색 모히칸 샤기헤어,1,0
hair-337,파란색 모히칸 샤기헤어,1,0
hair-793,보라색 모히칸 샤기헤어,1,0
hair-3762,갈색 모히칸 샤기헤어,1,0
hair-3261,검은색 아저씨 머리,1,0
hair-1144,빨간색 아저씨 머리,1,0
hair-3853,주황색 아저씨 머리,1,0
hair-5216,노란색 아저씨 머리,1,0
hair-688,초록색 아저씨 머리,1,0
hair-1246,파란색 아저씨 머리,1,0
hair-4849,보라색 아저씨 머리,1,0
hair-4881,갈색 아저씨 머리,1,0
hair-2576,검은색 로맨스헤어,1,0
hair-5942,빨간색 로맨스헤어,1,0
hair-5459,주황색 로맨스헤어,1,0
hair-200,노란색 로맨스헤어,1,0
hair-4665,초록색 로맨스헤어,1,0
hair-3731,파란색 로맨스헤어,1,0
hair-3942,보라색 로맨스헤어,1,0
hair-4576,갈색 로맨스헤어,1,0
hair-4968,검은색 도토리머리,1,0
hair-568,빨간색 도토리머리,1,0
hair-6075,주황색 도토리머리,1,0
hair-5396,노란색 도토리머리,1,0
hair-3934,초록색 도토리머리,1,0
hair-5449,파란색 도토리머리,1,0
hair-1890,보라색 도토리머리,1,0
hair-1968,갈색 도토리머리,1,0
hair-5899,검은색 아프로파마,1,0
hair-2062,빨간색 아프로파마,1,0
hair-3064,주황색 아프로파마,1,0
hair-5939,노란색 아프로파마,1,0
hair-5964,초록색 아프로파마,1,0
hair-4929,파란색 아프로파마,1,0
hair-1943,보라색 아프로파마,1,0
hair-2356,갈색 아프로파마,1,0
hair-5116,검은색 바닐라보이헤어,1,0
hair-2594,빨간색 바닐라보이헤어,1,0
hair-24,주황색 바닐라보이헤어,1,0
hair-1960,노란색 바닐라보이헤어,1,0
hair-4111,초록색 바닐라보이헤어,1,0
hair-1580,파란색 바닐라보이헤어,1,0
hair-3860,보라색 바닐라보이헤어,1,0
hair-743,갈색 바닐라보이헤어,1,0
hair-3434,검은색 테리우스헤어,1,0
hair-3205,빨간색 테리우스헤어,1,0
hair-1290,주황색 테리우스헤어,1,0
hair-14,노란색 테리우스헤어,1,0
hair-2136,초록색 테리우스헤어,1,0
hair-3394,파란색 테리우스헤어,1,0
hair-3583,보라색 테리우스헤어,1,0
hair-5594,갈색 테리우스헤어,1,0
hair-2407,검은색 크림 와일드헤어,1,0
hair-4287,빨간색 크림 와일드헤어,1,0
hair-4026,주황색 크림 와일드헤어,1,0
hair-344,노란색 크림 와일드헤어,1,0
hair-5247,초록색 크림 와일드헤어,1,0
hair-1142,파란색 크림 와일드헤어,1,0
hair-3071,보라색 크림 와일드헤어,1,0
hair-3725,갈색 크림 와일드헤어,1,0
hair-2725,검은색 밤비 헤어,1,0
hair-5327,빨간색 밤비 헤어,1,0
hair-4851,주황색 밤비 헤어,1,0
hair-4381,노란색 밤비 헤어,1,0
hair-736,초록색 밤비 헤어,1,0
hair-2718,파란색 밤비 헤어,1,0
hair-1917,보라색 밤비 헤어,1,0
hair-4382,갈색 밤비 헤어,1,0
hair-5268,검은색 파일럿 헤어,1,0
hair-3696,빨간색 파일럿 헤어,1,0
hair-1644,주황색 파일럿 헤어,1,0
hair-2929,노란색 파일럿 헤어,1,0
hair-1804,초록색 파일럿 헤어,1,0
hair-4842,파란색 파일럿 헤어,1,0
hair-2842,보라색 파일럿 헤어,1,0
hair-5982,갈색 파일럿 헤어,1,0
hair-370,검은색 타투 헤어,1,0
hair-6107,빨간색 타투 헤어,1,0
hair-2138,주황색 타투 헤어,1,0
hair-6005,노란색 타투 헤어,1,0
hair-578,초록색 타투 헤어,1,0
hair-1789,파란색 타투 헤어,1,0
hair-1334,보라색 타투 헤어,1,0
hair-1465,갈색 타투 헤어,1,0
hair-1527,검은색 스트록 헤어,1,0
hair-2115,빨간색 스트록 헤어,1,0
hair-2288,주황색 스트록 헤어,1,0
hair-2468,노란색 스트록 헤어,1,0
hair-95,초록색 스트록 헤어,1,0
hair-17,파란색 스트록 헤어,1,0
hair-4864,보라색 스트록 헤어,1,0
hair-6103,갈색 스트록 헤어,1,0
hair-1073,검은색 무협인 머리,1,0
hair-895,빨간색 무협인 머리,1,0
hair-3794,주황색 무협인 머리,1,0
hair-4836,노란색 무협인 머리,1,0
hair-2073,초록색 무협인 머리,1,0
hair-1194,파란색 무협인 머리,1,0
hair-5293,보라색 무협인 머리,1,0
hair-2917,갈색 무협인 머리,1,0
hair-3307,검은색 와일드 헤어,1,0
hair-1307,빨간색 와일드 헤어,1,0
hair-151,주황색 와일드 헤어,1,0
hair-5026,노란색 와일드 헤어,1,0
hair-1564,초록색 와일드 헤어,1,0
hair-2014,파란색 와일드 헤어,1,0
hair-3429,보라색 와일드 헤어,1,0
hair-2103,갈색 와일드 헤어,1,0
hair-1502,검은색 크림 소프트헤어,1,0
hair-1405,빨간색 크림 소프트헤어,1,0
hair-716,주황색 크림 소프트헤어,1,0
hair-648,노란색 크림 소프트헤어,1,0
hair-4837,초록색 크림 소프트헤어,1,0
hair-2830,파란색 크림 소프트헤어,1,0
hair-6057,보라색 크림 소프트헤어,1,0
hair-4261,갈색 크림 소프트헤어,1,0
hair-2639,검은색 토네이드 헤어,1,0
hair-363,빨간색 토네이드 헤어,1,0
hair-4549,주황색 토네이드 헤어,1,0
hair-1662,노란색 토네이드 헤어,1,0
hair-2355,초록색 토네이드 헤어,1,0
hair-46,파란색 토네이드 헤어,1,0
hair-4649,보라색 토네이드 헤어,1,0
hair-6167,갈색 토네이드 헤어,1,0
hair-1764,검은색 젠틀브리즈 헤어,1,0
hair-1516,빨간색 젠틀브리즈 헤어,1,0
hair-3822,주황색 젠틀브리즈 헤어,1,0
hair-3159,노란색 젠틀브리즈 헤어,1,0
hair-3864,초록색 젠틀브리즈 헤어,1,0
hair-5322,파란색 젠틀브리즈 헤어,1,0
hair-3086,보라색 젠틀브리즈 헤어,1,0
hair-1433,갈색 젠틀브리즈 헤어,1,0
hair-823,검은색 스마트 헤어,1,0
hair-637,빨간색 스마트 헤어,1,0
hair-2600,주황색 스마트 헤어,1,0
hair-2315,노란색 스마트 헤어,1,0
hair-5223,초록색 스마트 헤어,1,0
hair-2566,파란색 스마트 헤어,1,0
hair-2785,보라색 스마트 헤어,1,0
hair-5062,갈색 스마트 헤어,1,0
hair-4591,검은색 숏 샤기헤어,1,0
hair-847,빨간색 숏 샤기헤어,1,0
hair-5981,주황색 숏 샤기헤어,1,0
hair-2210,노란색 숏 샤기헤어,1,0
hair-4458,초록색 숏 샤기헤어,1,0
hair-5738,파란색 숏 샤기헤어,1,0
hair-3674,보라색 숏 샤기헤어,1,0
hair-5405,갈색 숏 샤기헤어,1,0
hair-4622,검은색 로키헤어,1,0
hair-5584,빨간색 로키헤어,1,0
hair-1443,주황색 로키헤어,1,0
hair-1360,노란색 로키헤어,1,0
hair-1889,초록색 로키헤어,1,0
hair-3719,파란색 로키헤어,1,0
hair-1320,보라색 로키헤어,1,0
hair-3023,갈색 로키헤어,1,0
hair-778,검은색 혼타스,1,0
hair-1632,빨간색 혼타스,1,0
hair-5968,주황색 혼타스,1,0
hair-2762,노란색 혼타스,1,0
hair-3921,초록색 혼타스,1,0
hair-2124,파란색 혼타스,1,0
hair-1875,보라색 혼타스,1,0
hair-2753,갈색 혼타스,1,0
hair-2037,검은색 하찮은 헤어,1,0
hair-47,빨간색 하찮은 헤어,1,0
hair-3689,주황색 하찮은 헤어,1,0
hair-5684,노란색 하찮은 헤어,1,0
hair-5060,초록색 하찮은 헤어,1,0
hair-6143,파란색 하찮은 헤어,1,0
hair-1737,보라색 하찮은 헤어,1,0
hair-5427,갈색 하찮은 헤어,1,0
hair-6022,검은색 카리스마  헤어,1,0
hair-3108,빨간색 카리스마  헤어,1,0
hair-2581,주황색 카리스마  헤어,1,0
hair-3812,노란색 카리스마  헤어,1,0
hair-4359,초록색 카리스마  헤어,1,0
hair-5392,파란색 카리스마  헤어,1,0
hair-5648,보라색 카리스마  헤어,1,0
hair-1263,갈색 카리스마  헤어,1,0
hair-1676,검은색 플립 모히칸 헤어,1,0
hair-5675,빨간색 플립 모히칸 헤어,1,0
hair-4973,주황색 플립 모히칸 헤어,1,0
hair-2612,노란색 플립 모히칸 헤어,1,0
hair-1120,초록색 플립 모히칸 헤어,1,0
hair-4170,파란색 플립 모히칸 헤어,1,0
hair-2069,보라색 플립 모히칸 헤어,1,0
hair-588,갈색 플립 모히칸 헤어,1,0
hair-5940,검은색 버터 가르마 헤어,1,0
hair-4670,빨간색 버터 가르마 헤어,1,0
hair-3787,주황색 버터 가르마 헤어,1,0
hair-1959,노란색 버터 가르마 헤어,1,0
hair-3612,초록색 버터 가르마 헤어,1,0
hair-5252,파란색 버터 가르마 헤어,1,0
hair-3070,보라색 버터 가르마 헤어,1,0
hair-3175,갈색 버터 가르마 헤어,1,0
hair-3593,검은색 숏펌 헤어,1,0
hair-5828,빨간색 숏펌 헤어,1,0
hair-2848,주황색 숏펌 헤어,1,0
hair-888,노란색 숏펌 헤어,1,0
hair-313,초록색 숏펌 헤어,1,0
hair-2065,파란색 숏펌 헤어,1,0
hair-4688,보라색 숏펌 헤어,1,0
hair-2716,갈색 숏펌 헤어,1,0
hair-1150,검은색 록스타 헤어,1,0
hair-3333,빨간색 록스타 헤어,1,0
hair-421,주황색 록스타 헤어,1,0
hair-4193,노란색 록스타 헤어,1,0
hair-4617,초록색 록스타 헤어,1,0
hair-3296,파란색 록스타 헤어,1,0
hair-3799,보라색 록스타 헤어,1,0
hair-1944,갈색 록스타 헤어,1,0
hair-2565,검은색 고우티 헤어,1,0
hair-1110,빨간색 고우티 헤어,1,0
hair-5145,주황색 고우티 헤어,1,0
hair-997,노란색 고우티 헤어,1,0
hair-6039,초록색 고우티 헤어,1,0
hair-4309,파란색 고우티 헤어,1,0
hair-3453,보라색 고우티 헤어,1,0
hair-1470,갈색 고우티 헤어,1,0
hair-5083,검은색 네온 샤기컷,1,0
hair-4232,빨간색 네온 샤기컷,1,0
hair-5445,주황색 네온 샤기컷,1,0
hair-4322,노란색 네온 샤기컷,1,0
hair-3286,초록색 네온 샤기컷,1,0
hair-4823,파란색 네온 샤기컷,1,0
hair-5490,보라색 네온 샤기컷,1,0
hair-1066,갈색 네온 샤기컷,1,0
hair-4024,검은색 샤피노 헤어,1,0
hair-2595,빨간색 샤피노 헤어,1,0
hair-1308,주황색 샤피노 헤어,1,0
hair-2118,노란색 샤피노 헤어,1,0
hair-5397,초록색 샤피노 헤어,1,0
hair-2076,파란색 샤피노 헤어,1,0
hair-878,보라색 샤피노 헤어,1,0
hair-398,갈색 샤피노 헤어,1,0
hair-5784,검은색 텍스쳐 숏컷헤어,1,0
hair-3499,빨간색 텍스쳐 숏컷헤어,1,0
hair-2135,주황색 텍스쳐 숏컷헤어,1,0
hair-1706,노란색 텍스쳐 숏컷헤어,1,0
hair-1869,초록색 텍스쳐 숏컷헤어,1,0
hair-98,파란색 텍스쳐 숏컷헤어,1,0
hair-2712,보라색 텍스쳐 숏컷헤어,1,0
hair-849,갈색 텍스쳐 숏컷헤어,1,0
hair-1240,검은색 숏 울프 헤어,1,0
hair-5417,빨간색 숏 울프 헤어,1,0
hair-524,주황색 숏 울프 헤어,1,0
hair-2862,노란색 숏 울프 헤어,1,0
hair-5712,초록색 숏 울프 헤어,1,0
hair-2928,파란색 숏 울프 헤어,1,0
hair-2009,보라색 숏 울프 헤어,1,0
hair-5019,갈색 숏 울프 헤어,1,0
hair-4911,검은색 모즈헤어,1,0
hair-502,빨간색 모즈헤어,1,0
hair-2491,주황색 모즈헤어,1,0
hair-480,노란색 모즈헤어,1,0
hair-3707,초록색 모즈헤어,1,0
hair-5122,파란색 모즈헤어,1,0
hair-3910,보라색 모즈헤어,1,0
hair-647,갈색 모즈헤어,1,0
hair-4148,검은색 핀업스타일 헤어,1,0
hair-5466,빨간색 핀업스타일 헤어,1,0
hair-4366,주황색 핀업스타일 헤어,1,0
hair-3632,노란색 핀업스타일 헤어,1,0
hair-3385,초록색 핀업스타일 헤어,1,0
hair-4023,파란색 핀업스타일 헤어,1,0
hair-3557,보라색 핀업스타일 헤어,1,0
hair-619,갈색 핀업스타일 헤어,1,0
hair-4535,검은색 스프링 웨이브,1,0
hair-4317,빨간색 스프링 웨이브,1,0
hair-3370,주황색 스프링 웨이브,1,0
hair-2092,노란색 스프링 웨이브,1,0
hair-5728,초록색 스프링 웨이브,1,0
hair-5117,파란색 스프링 웨이브,1,0
hair-2704,보라색 스프링 웨이브,1,0
hair-952,갈색 스프링 웨이브,1,0
hair-846,검은색 아프로 헤어,1,0
hair-451,빨간색 아프로 헤어,1,0
hair-2587,주황색 아프로 헤어,1,0
hair-2466,노란색 아프로 헤어,1,0
hair-2607,초록색 아프로 헤어,1,0
hair-4926,파란색 아프로 헤어,1,0
hair-3187,보라색 아프로 헤어,1,0
hair-138,갈색 아프로 헤어,1,0
hair-5598,검은색 윈드 샤기컷,1,0
hair-5325,빨간색 윈드 샤기컷,1,0
hair-1773,주황색 윈드 샤기컷,1,0
hair-836,노란색 윈드 샤기컷,1,0
hair-3599,초록색 윈드 샤기컷,1,0
hair-3676,파란색 윈드 샤기컷,1,0
hair-5867,보라색 윈드 샤기컷,1,0
hair-6003,갈색 윈드 샤기컷,1,0
hair-1951,검은색 바가지 머리,1,0
hair-3007,빨간색 바가지 머리,1,0
hair-5341,주황색 바가지 머리,1,0
hair-4787,노란색 바가지 머리,1,0
hair-4669,초록색 바가지 머리,1,0
hair-5426,파란색 바가지 머리,1,0
hair-3631,보라색 바가지 머리,1,0
hair-5713,갈색 바가지 머리,1,0
hair-735,검은색 앙드레 웨이브,1,0
hair-5013,빨간색 앙드레 웨이브,1,0
hair-5304,주황색 앙드레 웨이브,1,0
hair-3878,노란색 앙드레 웨이브,1,0
hair-5834,초록색 앙드레 웨이브,1,0
hair-2320,파란색 앙드레 웨이브,1,0
hair-3692,보라색 앙드레 웨이브,1,0
hair-5333,갈색 앙드레 웨이브,1,0
hair-214,검은색 라이온헤어,1,0
hair-3142,빨간색 라이온헤어,1,0
hair-291,주황색 라이온헤어,1,0
hair-2711,노란색 라이온헤어,1,0
hair-4375,초록색 라이온헤어,1,0
hair-1490,파란색 라이온헤어,1,0
hair-4741,보라색 라이온헤어,1,0
hair-5774,갈색 라이온헤어,1,0
hair-5823,검은색 바람소년 머리,1,0
hair-4186,빨간색 바람소년 머리,1,0
hair-2196,주황색 바람소년 머리,1,0
hair-3267,노란색 바람소년 머리,1,0
hair-2425,초록색 바람소년 머리,1,0
hair-1526,파란색 바람소년 머리,1,0
hair-4901,보라색 바람소년 머리,1,0
hair-4274,갈색 바람소년 머리,1,0
hair-5197,검은색 소프트 울프 헤어,1,0
hair-6209,빨간색 소프트 울프 헤어,1,0
hair-3315,주황색 소프트 울프 헤어,1,0
hair-1285,노란색 소프트 울프 헤어,1,0
hair-2821,초록색 소프트 울프 헤어,1,0
hair-4341,파란색 소프트 울프 헤어,1,0
hair-5424,보라색 소프트 울프 헤어,1,0
hair-3206,갈색 소프트 울프 헤어,1,0
hair-2746,검은색 아이돌스타,1,0
hair-4212,빨간색 아이돌스타,1,0
hair-1329,주황색 아이돌스타,1,0
hair-5339,노란색 아이돌스타,1,0
hair-2650,초록색 아이돌스타,1,0
hair-6050,파란색 아이돌스타,1,0
hair-982,보라색 아이돌스타,1,0
hair-182,갈색 아이돌스타,1,0
hair-4081,검은색 알렉스헤어,1,0
hair-4699,빨간색 알렉스헤어,1,0
hair-2774,주황색 알렉스헤어,1,0
hair-2086,노란색 알렉스헤어,1,0
hair-3246,초록색 알렉스헤어,1,0
hair-4788,파란색 알렉스헤어,1,0
hair-1252,보라색 알렉스헤어,1,0
hair-1060,갈색 알렉스헤어,1,0
hair-1555,검은색 줄리앙헤어,1,0
hair-1686,빨간색 줄리앙헤어,1,0
hair-5229,주황색 줄리앙헤어,1,0
hair-3401,노란색 줄리앙헤어,1,0
hair-2511,초록색 줄리앙헤어,1,0
hair-580,파란색 줄리앙헤어,1,0
hair-4983,보라색 줄리앙헤어,1,0
hair-2387,갈색 줄리앙헤어,1,0
hair-957,검은색 콘로우헤어,1,0
hair-57,빨간색 콘로우헤어,1,0
hair-4749,주황색 콘로우헤어,1,0
hair-5009,노란색 콘로우헤어,1,0
hair-5115,초록색 콘로우헤어,1,0
hair-4336,파란색 콘로우헤어,1,0
hair-1131,보라색 콘로우헤어,1,0
hair-845,갈색 콘로우헤어,1,0
hair-1445,검은색 런웨이 헤어,1,0
hair-5769,빨간색 런웨이 헤어,1,0
hair-4769,주황색 런웨이 헤어,1,0
hair-4225,노란색 런웨이 헤어,1,0
hair-4984,초록색 런웨이 헤어,1,0
hair-2330,파란색 런웨이 헤어,1,0
hair-5102,보라색 런웨이 헤어,1,0
hair-703,갈색 런웨이 헤어,1,0
hair-3884,검은색 헥터헤어,1,0
hair-558,빨간색 헥터헤어,1,0
hair-2497,주황색 헥터헤어,1,0
hair-650,노란색 헥터헤어,1,0
hair-2489,초록색 헥터헤어,1,0
hair-2412,파란색 헥터헤어,1,0
hair-4282,보라색 헥터헤어,1,0
hair-5631,갈색 헥터헤어,1,0
hair-1809,검은색 언밸런스컷,1,0
hair-3821,빨간색 언밸런스컷,1,0
hair-5279,주황색 언밸런스컷,1,0
hair-2022,노란색 언밸런스컷,1,0
hair-2303,초록색 언밸런스컷,1,0
hair-5308,파란색 언밸런스컷,1,0
hair-4291,보라색 언밸런스컷,1,0
hair-6151,갈색 언밸런스컷,1,0
hair-5042,검은색 소라빵머리,1,0
hair-1132,빨간색 소라빵머리,1,0
hair-2584,주황색 소라빵머리,1,0
hair-2707,노란색 소라빵머리,1,0
hair-932,초록색 소라빵머리,1,0
hair-3151,파란색 소라빵머리,1,0
hair-3424,보라색 소라빵머리,1,0
hair-4928,갈색 소라빵머리,1,0
hair-4800,검은색 쇼타머리,1,0
hair-1711,빨간색 쇼타머리,1,0
hair-4812,주황색 쇼타머리,1,0
hair-1179,노란색 쇼타머리,1,0
hair-3832,초록색 쇼타머리,1,0
hair-1020,파란색 쇼타머리,1,0
hair-2770,보라색 쇼타머리,1,0
hair-2859,갈색 쇼타머리,1,0
hair-411,검은색 볼륨컷헤어,1,0
hair-5159,빨간색 볼륨컷헤어,1,0
hair-5331,주황색 볼륨컷헤어,1,0
hair-622,노란색 볼륨컷헤어,1,0
hair-53,초록색 볼륨컷헤어,1,0
hair-3306,파란색 볼륨컷헤어,1,0
hair-1687,보라색 볼륨컷헤어,1,0
hair-5041,갈색 볼륨컷헤어,1,0
hair-2222,검은색 깜찍이 머리,0,1
hair-2106,빨간색 깜찍이 머리,0,1
hair-1071,주황색 깜찍이 머리,0,1
hair-4804,노란색 깜찍이 머리,0,1
hair-4944,초록색 깜찍이 머리,0,1
hair-3594,파란색 깜찍이 머리,0,1
hair-5205,보라색 깜찍이 머리,0,1
hair-4784,갈색 깜찍이 머리,0,1
hair-296,검은색 바람 머리,0,1
hair-6104,빨간색 바람 머리,0,1
hair-3986,주황색 바람 머리,0,1
hair-5657,노란색 바람 머리,0,1
hair-5945,초록색 바람 머리,0,1
hair-5886,파란색 바람 머리,0,1
hair-3970,보라색 바람 머리,0,1
hair-3161,갈색 바람 머리,0,1
hair-1221,검은색 웨이브 머리,0,1
hair-832,빨간색 웨이브 머리,0,1
hair-2248,주황색 웨이브 머리,0,1
hair-4676,노란색 웨이브 머리,0,1
