Index,Name,MaleProb,FemaleProb
pants-134,스카이 샤크 치마,1,1
pants-425,레드 샤크 치마,1,1
pants-420,핑크 아리안느 치마,1,1
pants-203,옐로우 아리안느 치마,1,1
pants-299,소피아 바지,1,1
pants-3,그린 쉬버메일 치마,1,1
pants-37,레드 쉬버메일 치마,1,1
pants-286,퍼플 쉬버메일 치마,1,1
pants-190,검은색 가람 치마,1,1
pants-447,흰색 가람 치마,1,1
pants-161,홍몽 바지,1,1
pants-271,청몽 바지,1,1
pants-388,흑몽 바지,1,1
pants-334,보라색 친파오 바지,1,1
pants-503,파란색 친파오 바지,1,1
pants-309,퍼플 페어리 로브 치마,1,1
pants-226,그린 페어리 로브 치마,1,1
pants-351,블루 페어리 로브 치마,1,1
pants-243,적야 바지,1,1
pants-155,황야 바지,1,1
pants-263,분홍색 면 팬티,1,1
pants-506,빨간색 친파오 치마,1,1
pants-266,보라색 친파오 치마,1,1
pants-472,파란색 친파오 치마,1,1
pants-25,레드 스틸레스 바지,1,1
pants-144,블랙 스틸레스 바지,1,1
pants-117,블루 스틸레스 바지,1,1
pants-255,퍼플 스틸레스 바지,1,1
pants-157,레드 아모리아 치마,1,1
pants-277,블루 아모리아 치마,1,1
pants-54,블랙 아모리아 치마,1,1
pants-220,그린 헌터미 아머 바지,1,1
pants-83,블랙 헌터미 아머 바지,1,1
pants-81,레드 헌터미 아머 바지,1,1
pants-429,다크 스니클리스 바지,1,1
pants-528,블러드 스니클리스 바지,1,1
pants-59,스카이 스니클리스 바지,1,1
pants-479,골드 스니클리스 바지,1,1
pants-16,옐로우 아벨린 치마,1,1
pants-352,브라운 아벨 가죽치마,1,1
pants-439,그레이 아벨 가죽치마,1,1
pants-27,레드 레골리스 바지,1,1
pants-168,블루 레골리스 바지,1,1
pants-109,그린 레골리스 바지,1,1
pants-378,다크 레골리스 바지,1,1
pants-370,브라운 레골리스 바지,1,1
pants-4,하늘색 미미 스커트,1,1
pants-262,노란색 미미 스커트,1,1
pants-330,카우보이 바지,1,1
pants-94,유치원 옷 치마,1,1
pants-372,퍼플 쉐도우 바지,1,1
pants-502,레드 쉐도우 바지,1,1
pants-245,다크 쉐도우 바지,1,1
pants-216,빨간색 트레이닝 바지,1,1
pants-321,하늘색 트레이닝 바지,1,1
pants-519,분홍색 트레이닝 바지,1,1
pants-362,검은색 트레이닝 바지,1,1
pants-268,자월 바지,1,1
pants-65,청월 바지,1,1
pants-183,황월 바지,1,1
pants-250,적월 바지,1,1
pants-458,화이트 피에르타 치마,1,1
pants-15,브라운 피에르타 치마,1,1
pants-60,다크 피에르타 치마,1,1
pants-466,홍진월갑주 치마,1,1
pants-276,황진월갑주 치마,1,1
pants-205,흑진월갑주 치마,1,1
pants-497,레드 숄더메일 바지,1,1
pants-416,아이보리 숄더메일 바지,1,1
pants-209,다크 숄더메일 바지,1,1
pants-290,청치마,1,1
pants-68,그린 트란도트 치마,1,1
pants-35,레드 트란도트 치마,1,1
pants-120,블루 트란도트 치마,1,1
pants-148,라이트 맨티스 바지,1,1
pants-449,블러디 맨티스 바지,1,1
pants-40,엄버 맨티스 바지,1,1
pants-145,아쿠아 플라티나 바지,1,1
pants-306,바이올렛 플라티나 바지,1,1
pants-185,블러드 플라티나 바지,1,1
pants-251,퍼플 루티드 바지,1,1
pants-188,블루 루티드 바지,1,1
pants-516,핑크 루티드 바지,1,1
pants-253,레드 루티드 바지,1,1
pants-384,복고교복 치마,1,1
pants-14,그린 피라티드 치마,1,1
pants-6,레드 피라티드 치마,1,1
pants-473,다크 피라티드 치마,1,1
pants-340,SF 닌자복 바지,1,1
pants-151,빨간색 트레이닝 반바지,1,1
pants-344,하늘색 트레이닝 반바지,1,1
pants-150,분홍색 트레이닝 반바지,1,1
pants-421,검은색 트레이닝 반바지,1,1
pants-422,핑크프릴 파자마 하의,1,1
pants-64,하와이안 하의,1,1
pants-22,그린 미스트슈트 바지,1,1
pants-315,브라운 미스트슈트 바지,1,1
pants-318,퍼플 미스트슈트 바지,1,1
pants-530,레드 미스트슈트 바지,1,1
pants-5,그린 발퀴레 치마,1,1
pants-32,퍼플 발퀴레 치마,1,1
pants-169,블러드 발퀴레 치마,1,1
pants-99,그린 엘소르 치마,1,1
pants-518,퍼플 엘소르 치마,1,1
pants-261,다크 엘소르 치마,1,1
pants-13,레드 레깅스,1,1
pants-446,플리츠 스커트,1,1
pants-201,블루 다이아몬드 나팔진,1,1
pants-197,핑크 다이아몬드 나팔진,1,1
pants-385,옐로우 버터플라이 스커트,1,1
pants-153,그린 플리츠 스커트,1,1
pants-302,랩 스커트,1,1
pants-156,레깅스 레이어드 스커트,1,1
pants-348,옐로우 롱 플레어 스커트,1,1
pants-127,분홍 레이어드 치마,1,1
pants-460,엘레강스 스커트,1,1
pants-43,톱니컷미니스커트,1,1
pants-490,하트 무늬 핫팬츠,1,1
pants-53,니삭스 데님 스커트,1,1
pants-231,타니아 타탄 스커트,1,1
pants-79,머큐리 타탄 스커트,1,1
pants-525,아이돌스타 미니스커트,1,1
pants-218,평범한 청치마,1,1
pants-412,바캉스 캉캉 팬츠,1,1
pants-283,주름 호박치마,1,1
pants-326,골프 스커트,1,1
pants-115,데네브 스커트,1,1
pants-521,랄랄라 도트 스커트,1,1
pants-214,아이스 진,1,1
pants-513,워싱진,1,1
pants-303,빨간 힙합 바지,1,1
pants-210,라인 힙합 바지,1,1
pants-260,이너스 체인바지,1,1
pants-41,위젯 별거없는 정장 바지,1,1
pants-181,분홍색 캠핑 바지,1,1
pants-455,연두색 캠핑 바지,1,1
pants-108,하늘색 캠핑 바지,1,1
pants-391,베이직 캐브스 야구복 바지,1,1
pants-125,홈 캐브스 야구복 바지,1,1
pants-403,어웨이 캐브스 야구복 바지,1,1
pants-20,엑스트라 캐브스 야구복 바지,1,1
pants-493,찢어진 청바지,1,1
pants-281,노란색 스노우보드복 바지,1,1
pants-350,카키색 스노우보드복 바지,1,1
pants-300,나팔 빈티진,1,1
pants-221,분홍색 스노우보드복 바지,1,1
pants-80,하늘색 스노우보드복 바지,1,1
pants-8,청반바지,1,1
pants-515,옛날군복 바지,1,1
pants-160,별모래 힙합청바지,1,1
pants-292,위장군복 바지,1,1
pants-269,파란색 땡땡이잠옷 하의,1,1
pants-437,빨간색 땡땡이잠옷 하의,1,1
pants-464,죄수복 하의,1,1
pants-343,피크닉 청반바지,1,1
pants-335,체크무늬 반바지,1,1
pants-85,카고 팬츠,1,1
pants-438,레드 체크 바지,1,1
pants-207,화이트 체크 바지,1,1
pants-67,본버클 슬랙,1,1
pants-164,코듀로이 힙합진,1,1
pants-442,화이트진,1,1
pants-396,워싱데님 카고 바지,1,1
pants-291,데님 카고 바지,1,1
pants-33,체인 팬츠,1,1
pants-435,블랙 스타리움,1,1
pants-92,레드 스타리움,1,1
pants-61,패치데님 바지,1,1
pants-494,빈티지 포켓 바지,1,1
pants-295,브리스크,1,1
pants-522,갈색 체크 바지,1,1
pants-415,올스타 블루진,1,1
pants-52,화이트 워싱진,1,1
pants-96,분홍색 라인 반바지,1,1
pants-355,펌킨 반바지,1,1
pants-389,네이비 블루 반바지,1,1
pants-317,밀리터리 카고 바지,1,1
pants-320,스코티시 바지,1,1
pants-175,불꽃 바지,1,1
pants-501,빈티지 블랙진,1,1
pants-471,블루 스키니진,1,1
pants-354,올리브 스키니진,1,1
pants-432,레드와인 스키니진,1,1
pants-236,캣워싱 블루진,1,1
pants-194,체크 포인트 바지,1,1
pants-498,쿨 스트라이프 바지,1,1
pants-394,스카이블루 빈티지진,1,1
pants-517,썸머쿨 청반바지,1,1
pants-316,무지개 통바지,1,1
pants-500,갈색 체인 바지,1,1
pants-11,페인팅 블루진,1,1
pants-19,비대칭 비조장식 바지,1,1
pants-240,밴드 청바지,1,1
pants-331,올리브 펌킨팬츠,1,1
pants-423,브라운 펌킨팬츠,1,1
pants-137,찢어진 블랙진,1,1
pants-273,찢어진 라이트블루진,1,1
pants-76,방울장식 팬츠,1,1
pants-440,큐티 앞치마,1,1
pants-143,무릎토순이 바지,1,1
pants-383,체리 트레이닝 바지,1,1
pants-70,아이보리포켓 반바지,1,1
pants-338,체인 배기팬츠,1,1
pants-312,실버라인 정장 바지,1,1
pants-88,핑크 하와이안 팬츠,1,1
pants-410,그레이 체크 팬츠,1,1
pants-63,오블리크 스트라이프 팬츠,1,1
pants-491,그래스 그린 팬츠,1,1
pants-128,루비버클 숏팬츠,1,1
pants-414,밀라노청바지,1,1
pants-189,온앤온 베이지 팬츠,1,1
pants-256,옐로패치 데님,1,1
pants-123,아쿠아진,1,1
pants-288,힙합코디진,1,1
pants-217,롤업 스키니,1,1
pants-444,트윙클 스타 블루진,1,1
pants-484,배기 야광 팬츠,1,1
pants-459,다크 퍼플진,1,1
pants-454,체크 롤업 미니진,1,1
pants-2,토끼무늬 프릴바지,1,1
pants-492,샤이니 스타진,1,1
pants-445,빈티지진,1,1
pants-152,단무Gee 팬츠,1,1
pants-227,베이비 핑크 팬츠,1,1
pants-368,블루 리본 팬츠,1,1
pants-34,크레용 바지,1,1
pants-451,수수한 무사 하의,1,1
pants-7,스톤워싱 진,1,1
pants-73,레오팟 레깅스,1,1
pants-17,체크디테일 롤업진,1,1
pants-496,고공행진,1,1
pants-448,사루엘팬츠,1,1
pants-179,핑크 스트라이프 팬츠,1,1
pants-158,도트 레드 데님 팬츠,1,1
pants-192,도트 블루 데님 팬츠,1,1
pants-452,배색 화이트진,1,1
pants-474,골드샤이니 팬츠,1,1
pants-47,레이어드 데님 팬츠,1,1
pants-304,플럼 밀크샤벳 팬츠,1,1
pants-244,민트 밀크샤벳 팬츠,1,1
pants-167,니삭스 블루오션,1,1
pants-364,펑키 실로폰 레깅스,1,1
pants-228,스카이 봉봉,1,1
pants-402,운동회 우승팀 하의,1,1
pants-100,네온핑크 팬츠,1,1
pants-55,바캉스 데님팬츠,1,1
pants-89,오션블루 워싱진,1,1
pants-527,모자이크 퍼플,1,1
pants-486,딸기 쇼콜라 팬츠,1,1
pants-461,트릭스터 워리어팬츠,1,1
pants-324,트릭스터 던위치팬츠,1,1
pants-87,트릭스터 레인져팬츠,1,1
pants-469,트릭스터 어새신팬츠,1,1
pants-367,트릭스터 원더러팬츠,1,1
pants-339,스타킹 반바지,1,1
pants-113,바비체크 스키니,1,1
pants-386,핑핑하트 스키니,1,1
pants-184,두근두근 스키니,1,1
pants-337,리틀바니 팬츠,1,1
pants-267,사파이어진,1,1
pants-285,핫핑크 멜빵바지,1,1
pants-443,카고 힙합팬츠,1,1
pants-82,바이올렛 도트진,1,1
pants-278,별천지 슬랙스,1,1
pants-489,호이포이 반바지,1,1
pants-106,무릎 토돌이 바지,1,1
pants-499,미니바니 팬츠,1,1
pants-249,베이비 퍼플 쇼츠,1,1
pants-371,테디힙 팬츠,1,1
pants-428,짝짝이 반바지,1,1
pants-178,알록달록 블루 팬츠,1,1
pants-373,곰돌이 봄소풍 바지,1,1
pants-467,하트패치 니트 팬츠,1,1
pants-77,꾸러기 팬츠,1,1
pants-180,화이트 레인보우 레깅스,1,1
pants-206,올 어바웃 진,1,1
pants-224,다크 슬레이트 진,1,1
pants-358,새기 팬츠,1,1
pants-51,셀러브리티 팬츠 : 패숑,1,1
pants-353,셀러브리티 팬츠 : 아무어,1,1
pants-62,셀러브리티 팬츠 : 데피,1,1
pants-39,무릎의 자유,1,1
pants-104,딸기 트레이닝 팬츠,1,1
pants-369,파깅스,1,1
pants-544,정열의 내복 하의,1,1
pants-535,찬란한 내복 하의,1,1
pants-545,상큼한 내복 하의,1,1
pants-539,냉철한 내복 하의,1,1
pants-547,신비한 내복 하의,1,1
pants-543,다크한 내복 하의,1,1
pants-551,에테르넬 나이트팬츠,1,1
pants-550,에테르넬 메이지팬츠,1,1
pants-552,에테르넬 아처팬츠,1,1
pants-555,에테르넬 시프팬츠,1,1
pants-556,에테르넬 파이렛팬츠,1,1
pants-554,핑크빈 내복 하의,1,1
pants-557,예티 내복 하의,1,1
pants-553,슬라임 내복 하의,1,1
